Issue Key,Test Summary,Priority,ExecutionStatus,ExecutionDefects,CreationDate,OrderId,Step,Test Data,Expected Result,Step Result,Comments,Project,Version,Executed By,Executed On
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,5,"Add a value with 101 characters into ""Years of Experience"" field.","Use special, alphabetic and numeric characters.","""Years of Experience"" field allows only 100 characters, cannot type 101st character.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,6,"Modify ""Comments"" value. Add a value with 255 characters.","Use special, alphabetic and numeric characters.","""Comments"" field is editable and allows 255 characters. New value was added.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,7,"Modify ""Comments"" value. Add a value with 256 characters.","Use special, alphabetic and numeric characters.","""Comments"" field allows only 255 characters.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-78,[Skills] - Verify that Skills can be edited,Medium,FAIL,"FPR-131,FPR-132 | FPR-131,FPR-132",5/17/2022 22:29,8,Click Save button.,,User is informed that modifications were saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 12:00
FPR-60,[Education] - Verify that Major/Specialization field is string type,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:43
FPR-60,[Education] - Verify that Major/Specialization field is string type,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:43
FPR-60,[Education] - Verify that Major/Specialization field is string type,Medium,PASS,,5/17/2022 22:29,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:43
FPR-60,[Education] - Verify that Major/Specialization field is string type,Medium,PASS,,5/17/2022 22:29,4,"Fill in Major/Specialization field using all type of characters (numbers, alphabetical and special).",,All type of characters are permitted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:43
FPR-60,[Education] - Verify that Major/Specialization field is string type,Medium,PASS,,5/17/2022 22:29,5,Fill in a value with 100 characters.,,100 characters are allowed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:43
FPR-60,[Education] - Verify that Major/Specialization field is string type,Medium,PASS,,5/17/2022 22:29,6,Fill in a value with 101 characters.,,"When 100 characters are reached, user cannot type more characters.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:43
FPR-142,"[Work experience] - Verify that ""To"" field cannot be set earlier than ""From"" field",Medium,FAIL,FPR-145 | FPR-145,5/22/2022 19:03,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:13
FPR-142,"[Work experience] - Verify that ""To"" field cannot be set earlier than ""From"" field",Medium,FAIL,FPR-145 | FPR-145,5/22/2022 19:03,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:13
FPR-142,"[Work experience] - Verify that ""To"" field cannot be set earlier than ""From"" field",Medium,FAIL,FPR-145 | FPR-145,5/22/2022 19:03,3,Go to Work experience section and press Add button.,,Work experience section is visible. Add button is enabled. Add Work Experience form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:13
FPR-142,"[Work experience] - Verify that ""To"" field cannot be set earlier than ""From"" field",Medium,FAIL,FPR-145 | FPR-145,5/22/2022 19:03,4,Fill in Company and Job title.,,Company and Job title are editable.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:13
FPR-142,"[Work experience] - Verify that ""To"" field cannot be set earlier than ""From"" field",Medium,FAIL,FPR-145 | FPR-145,5/22/2022 19:03,5,Select date for From field using calendar icon. Choose different month and year than current date.,,Calendar icon is enabled for selection. Year and months can be changed. From field is populated with selected date.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:13
FPR-142,"[Work experience] - Verify that ""To"" field cannot be set earlier than ""From"" field",Medium,FAIL,FPR-145 | FPR-145,5/22/2022 19:03,6,"Select date for ""To"" field using calendar icon. The date should be earlier than ""From"" date.",,"Calendar icon is enabled for selection.  A date for ""To"" field earlier than ""From"" is not allowed.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:13
FPR-74,[Skills] - Verify that Years of Experience field is optional,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:37
FPR-74,[Skills] - Verify that Years of Experience field is optional,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:37
FPR-74,[Skills] - Verify that Years of Experience field is optional,Medium,PASS,,5/17/2022 22:29,3,Go to Skills section and press Add button.,,Skills section is visible. Add button is enabled. Add Skill form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:37
FPR-74,[Skills] - Verify that Years of Experience field is optional,Medium,PASS,,5/17/2022 22:29,4,"Fill in all fields except ""Years of Experience"" field.",,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:37
FPR-74,[Skills] - Verify that Years of Experience field is optional,Medium,PASS,,5/17/2022 22:29,5,Press Save.,,New Skill is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:37
FPR-124,[Attachments] - Download uploaded file,Medium,PASS,,5/19/2022 10:36,1,Precondition:  Run test case #FPR-123,,,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:21
FPR-124,[Attachments] - Download uploaded file,Medium,PASS,,5/19/2022 10:36,2,Download any attachment entry by clicking on file name.,,File successfully downloaded.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 18:21
FPR-59,[Education] - Verify that Institute field is string type,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:42
FPR-59,[Education] - Verify that Institute field is string type,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:42
FPR-59,[Education] - Verify that Institute field is string type,Medium,PASS,,5/17/2022 22:29,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:42
FPR-59,[Education] - Verify that Institute field is string type,Medium,PASS,,5/17/2022 22:29,4,"Fill in Institute field using all type of characters (numbers, alphabetical and special).",,All type of characters are permitted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:42
FPR-59,[Education] - Verify that Institute field is string type,Medium,PASS,,5/17/2022 22:29,5,Fill in a value with 100 characters.,,100 characters are allowed.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:42
FPR-59,[Education] - Verify that Institute field is string type,Medium,PASS,,5/17/2022 22:29,6,Fill in a value with 101 characters.,,"When 100 characters are reached, user cannot type more characters.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/18/2022 0:42
FPR-143,"[Education] - Verify that ""End Date"" field cannot be set earlier than ""Start Date"" field",Medium,FAIL,FPR-146 | FPR-146,5/22/2022 19:03,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:27
FPR-143,"[Education] - Verify that ""End Date"" field cannot be set earlier than ""Start Date"" field",Medium,FAIL,FPR-146 | FPR-146,5/22/2022 19:03,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:27
FPR-143,"[Education] - Verify that ""End Date"" field cannot be set earlier than ""Start Date"" field",Medium,FAIL,FPR-146 | FPR-146,5/22/2022 19:03,3,Go to Education section and press Add button.,,Education section is visible. Add button is enabled. Add Education form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:27
FPR-143,"[Education] - Verify that ""End Date"" field cannot be set earlier than ""Start Date"" field",Medium,FAIL,FPR-146 | FPR-146,5/22/2022 19:03,4,Fill in Level field.,,Level field is filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:27
FPR-143,"[Education] - Verify that ""End Date"" field cannot be set earlier than ""Start Date"" field",Medium,FAIL,FPR-146 | FPR-146,5/22/2022 19:03,5,"Select date for ""Start Date"" field using calendar icon. Choose different month and year than current date.",,"Calendar icon is enabled for selection. Year and months can be changed. ""Start Date"" field is populated with selected date in format yyyy-mm-dd.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:27
FPR-143,"[Education] - Verify that ""End Date"" field cannot be set earlier than ""Start Date"" field",Medium,FAIL,FPR-146 | FPR-146,5/22/2022 19:03,6,"Select date for ""End Date"" field using calendar icon. The date should be earlier than ""Start Date"" date.",,"Calendar icon is enabled for selection.  A date for ""End Date"" field earlier than ""Start Date"" is not allowed.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/22/2022 19:27
FPR-118,[Attachments] - Verify that attachment cannot exceed 1 megabyte,Medium,FAIL,FPR-141 | FPR-141,5/19/2022 10:36,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:25
FPR-118,[Attachments] - Verify that attachment cannot exceed 1 megabyte,Medium,FAIL,FPR-141 | FPR-141,5/19/2022 10:36,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:25
FPR-118,[Attachments] - Verify that attachment cannot exceed 1 megabyte,Medium,FAIL,FPR-141 | FPR-141,5/19/2022 10:36,3,"Go to ""Attachments"" section and press Add button.",,"""Attachments"" section is visible. Add button is enabled. ""Add Attachment"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:25
FPR-118,[Attachments] - Verify that attachment cannot exceed 1 megabyte,Medium,FAIL,FPR-141 | FPR-141,5/19/2022 10:36,4,"Press ""Browse"" button and select any file exceeding 1 megabyte.",,"""Upload"" window is opened. Any file can be selected.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:25
FPR-118,[Attachments] - Verify that attachment cannot exceed 1 megabyte,Medium,FAIL,FPR-141 | FPR-141,5/19/2022 10:36,5,"Press ""Upload"" button.",,Warning message is displayed. File cannot exceed 1 megabyte.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 17:25
FPR-91,[Languages] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:20
FPR-91,[Languages] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:20
FPR-91,[Languages] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,3,Go to Languages section and press Add button.,,Languages section is visible. Add button is enabled. Add Language form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:20
FPR-91,[Languages] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,4,"Fill in all fields except ""Comments"" field.",,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:20
FPR-91,[Languages] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,5,Press Save.,,New Language is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 14:20
FPR-75,[Skills] - Verify that Comments field is string type,Medium,FAIL,FPR-132 | FPR-132,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:47
FPR-75,[Skills] - Verify that Comments field is string type,Medium,FAIL,FPR-132 | FPR-132,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:47
FPR-75,[Skills] - Verify that Comments field is string type,Medium,FAIL,FPR-132 | FPR-132,5/17/2022 22:29,3,Go to Skills section and press Add button.,,Skills section is visible. Add button is enabled. Add Skill form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:47
FPR-75,[Skills] - Verify that Comments field is string type,Medium,FAIL,FPR-132 | FPR-132,5/17/2022 22:29,4,"Fill in ""Comments"" field using all type of characters (numbers, alphabetical and special).",,All type of characters are permitted.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:47
FPR-75,[Skills] - Verify that Comments field is string type,Medium,FAIL,FPR-132 | FPR-132,5/17/2022 22:29,5,Fill in a value with 255 characters.,,255 characters are allowed.,FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:47
FPR-75,[Skills] - Verify that Comments field is string type,Medium,FAIL,FPR-132 | FPR-132,5/17/2022 22:29,6,Fill in a value with 256 characters.,,"When 255 characters are reached, user cannot type more characters.",FAIL,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:47
FPR-101,"[License] - Verify that ""Issued Date"" field is optional",Medium,PASS,,5/17/2022 23:47,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:33
FPR-101,"[License] - Verify that ""Issued Date"" field is optional",Medium,PASS,,5/17/2022 23:47,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:33
FPR-101,"[License] - Verify that ""Issued Date"" field is optional",Medium,PASS,,5/17/2022 23:47,3,"Go to ""License"" section and press Add button.",,"""License"" section is visible. Add button is enabled. ""Add License"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:33
FPR-101,"[License] - Verify that ""Issued Date"" field is optional",Medium,PASS,,5/17/2022 23:47,4,"Fill in all fields except ""Issued Date"" field.",,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:33
FPR-101,"[License] - Verify that ""Issued Date"" field is optional",Medium,PASS,,5/17/2022 23:47,5,Press Save.,,New License is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:33
FPR-77,[Skills] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:51
FPR-77,[Skills] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:51
FPR-77,[Skills] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,3,Go to Skills section and press Add button.,,Skills section is visible. Add button is enabled. Add Skill form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:51
FPR-77,[Skills] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,4,Fill in all fields.,,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:51
FPR-77,[Skills] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,5,Press Save.,,New Skill is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:51
FPR-77,[Skills] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,6,Repeat steps 3-5.,,Multiple entries were added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:51
FPR-106,[License] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 23:47,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 16:56
FPR-106,[License] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 23:47,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 16:56
FPR-106,[License] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 23:47,3,"Go to ""License"" section and press Add button.",,"""License"" section is visible. Add button is enabled. ""Add License"" form is opened.",PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 16:56
FPR-106,[License] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 23:47,4,Fill in all fields.,,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 16:56
FPR-106,[License] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 23:47,5,Press Save.,,New License is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 16:56
FPR-106,[License] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 23:47,6,Repeat steps 3-5.,,Multiple entries were added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 16:56
FPR-76,[Skills] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:49
FPR-76,[Skills] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:49
FPR-76,[Skills] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,3,Go to Skills section and press Add button.,,Skills section is visible. Add button is enabled. Add Skill form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:49
FPR-76,[Skills] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,4,"Fill in all fields except ""Comments"" field.",,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:49
FPR-76,[Skills] - Verify that Comments field is optional,Medium,PASS,,5/17/2022 22:29,5,Press Save.,,New Skill is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 11:49
FPR-93,[Languages] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,1,Log in to https://opensource-demo.orangehrmlive.com/index.php/auth/login,Username : Admin  Password : admin123,Login successfully.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:03
FPR-93,[Languages] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,2,Select My Info tab and Qualifications option (left side menu).,,Qualifications area is visible.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:03
FPR-93,[Languages] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,3,"Go to ""Languages"" section and press Add button.",,Skills section is visible. Add button is enabled. Add Skill form is opened.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:03
FPR-93,[Languages] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,4,Fill in all fields.,,All fields are filled in.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:03
FPR-93,[Languages] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,5,Press Save.,,New Language is saved. User is informed that information was saved.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:03
FPR-93,[Languages] - Verify that multiple entries can be added,Medium,PASS,,5/17/2022 22:29,6,Repeat steps 3-5.,,Multiple entries were added.,PASS,,Final Project RAZVAN,Unscheduled,Razvan Olaru,5/20/2022 15:03
